id,transcricao,confidence,duracao_segundos,atendente_id,data,transcricao_limpo
550,Seu protocolo é 123456. Alguma outra dúvida?,0.9242603834694552,339,AT038,2024-11-02,seu protocolo e 123456 alguma outra duvida
551,Obrigado por aguardar. Já localizei sua solicitação.,0.7667933217310677,389,AT016,2024-11-24,obrigado por aguardar ja localizei sua solicitacao
552,Seu protocolo é 123456. Alguma outra dúvida?,0.9860601844697684,418,AT031,2024-11-29,seu protocolo e 123456 alguma outra duvida
553,Seu protocolo é 123456. Alguma outra dúvida?,0.8034404509633752,396,AT016,2024-11-30,seu protocolo e 123456 alguma outra duvida
554,Obrigado por aguardar. Já localizei sua solicitação.,0.9075805612065174,286,AT012,2024-11-10,obrigado por aguardar ja localizei sua solicitacao
556,Obrigado por aguardar. Já localizei sua solicitação.,0.6206501818396446,488,AT025,2024-11-26,obrigado por aguardar ja localizei sua solicitacao
559,Seu protocolo é 123456. Alguma outra dúvida?,0.742592041601967,589,AT003,2024-11-13,seu protocolo e 123456 alguma outra duvida
561,Seu protocolo é 123456. Alguma outra dúvida?,0.9107847988482944,396,AT038,2024-11-15,seu protocolo e 123456 alguma outra duvida
568,Obrigado por aguardar. Já localizei sua solicitação.,0.6367834113435061,416,AT024,2024-11-07,obrigado por aguardar ja localizei sua solicitacao
569,Seu protocolo é 123456. Alguma outra dúvida?,0.9046993783219046,111,AT046,2024-11-13,seu protocolo e 123456 alguma outra duvida
571,Obrigado por aguardar. Já localizei sua solicitação.,0.7528846188795874,413,AT005,2024-11-02,obrigado por aguardar ja localizei sua solicitacao
574,Obrigado por aguardar. Já localizei sua solicitação.,0.8272518347207091,74,AT049,2024-11-06,obrigado por aguardar ja localizei sua solicitacao
577,Obrigado por aguardar. Já localizei sua solicitação.,0.970690827088152,348,AT030,2024-11-08,obrigado por aguardar ja localizei sua solicitacao
579,Obrigado por aguardar. Já localizei sua solicitação.,0.9391093929711112,472,AT026,2024-11-24,obrigado por aguardar ja localizei sua solicitacao
580,Obrigado por aguardar. Já localizei sua solicitação.,0.6778891794874106,316,AT046,2024-11-08,obrigado por aguardar ja localizei sua solicitacao
585,Obrigado por aguardar. Já localizei sua solicitação.,0.6165476000007011,558,AT030,2024-11-14,obrigado por aguardar ja localizei sua solicitacao
589,Seu protocolo é 123456. Alguma outra dúvida?,0.9774276580451372,288,AT045,2024-11-05,seu protocolo e 123456 alguma outra duvida
596,Obrigado por aguardar. Já localizei sua solicitação.,0.7496963428791136,59,AT034,2024-11-23,obrigado por aguardar ja localizei sua solicitacao
601,Obrigado por aguardar. Já localizei sua solicitação.,0.6877373573407358,553,AT036,2024-11-01,obrigado por aguardar ja localizei sua solicitacao
604,Obrigado por aguardar. Já localizei sua solicitação.,0.7407838769327505,261,AT040,2024-11-17,obrigado por aguardar ja localizei sua solicitacao
605,Obrigado por aguardar. Já localizei sua solicitação.,0.7845401250268537,510,AT030,2024-11-29,obrigado por aguardar ja localizei sua solicitacao
607,Obrigado por aguardar. Já localizei sua solicitação.,0.9186021726122706,105,AT007,2024-11-17,obrigado por aguardar ja localizei sua solicitacao
608,Seu protocolo é 123456. Alguma outra dúvida?,0.6991115945928468,76,AT043,2024-11-29,seu protocolo e 123456 alguma outra duvida
612,Seu protocolo é 123456. Alguma outra dúvida?,0.7481113036464434,150,AT017,2024-11-29,seu protocolo e 123456 alguma outra duvida
613,Obrigado por aguardar. Já localizei sua solicitação.,0.8854025364472728,59,AT005,2024-11-25,obrigado por aguardar ja localizei sua solicitacao
614,Seu protocolo é 123456. Alguma outra dúvida?,0.7616665876617859,598,AT017,2024-11-07,seu protocolo e 123456 alguma outra duvida
617,Obrigado por aguardar. Já localizei sua solicitação.,0.8429996142303002,78,AT047,2024-11-24,obrigado por aguardar ja localizei sua solicitacao
618,Seu protocolo é 123456. Alguma outra dúvida?,0.7683303230094607,192,AT022,2024-11-27,seu protocolo e 123456 alguma outra duvida
619,Seu protocolo é 123456. Alguma outra dúvida?,0.7472342695343127,407,AT005,2024-11-29,seu protocolo e 123456 alguma outra duvida
623,Seu protocolo é 123456. Alguma outra dúvida?,0.7966857116498385,485,AT009,2024-11-21,seu protocolo e 123456 alguma outra duvida
625,Seu protocolo é 123456. Alguma outra dúvida?,0.6503695481905264,437,AT018,2024-11-12,seu protocolo e 123456 alguma outra duvida
627,Obrigado por aguardar. Já localizei sua solicitação.,0.7662863545829548,340,AT003,2024-11-02,obrigado por aguardar ja localizei sua solicitacao
628,Obrigado por aguardar. Já localizei sua solicitação.,0.9793942566768444,585,AT012,2024-11-16,obrigado por aguardar ja localizei sua solicitacao
630,Obrigado por aguardar. Já localizei sua solicitação.,0.9085402268025052,162,AT018,2024-11-19,obrigado por aguardar ja localizei sua solicitacao
634,Obrigado por aguardar. Já localizei sua solicitação.,0.6044273334685863,115,AT031,2024-11-21,obrigado por aguardar ja localizei sua solicitacao
637,Obrigado por aguardar. Já localizei sua solicitação.,0.9526879635777,202,AT017,2024-11-27,obrigado por aguardar ja localizei sua solicitacao
639,Seu protocolo é 123456. Alguma outra dúvida?,0.6556875455078605,112,AT025,2024-11-03,seu protocolo e 123456 alguma outra duvida
640,Obrigado por aguardar. Já localizei sua solicitação.,0.612821985550937,571,AT035,2024-11-17,obrigado por aguardar ja localizei sua solicitacao
644,Obrigado por aguardar. Já localizei sua solicitação.,0.7093928807929838,280,AT021,2024-11-21,obrigado por aguardar ja localizei sua solicitacao
645,Obrigado por aguardar. Já localizei sua solicitação.,0.9432034260610828,118,AT036,2024-11-22,obrigado por aguardar ja localizei sua solicitacao
649,Seu protocolo é 123456. Alguma outra dúvida?,0.679873146580513,189,AT005,2024-11-25,seu protocolo e 123456 alguma outra duvida
651,Seu protocolo é 123456. Alguma outra dúvida?,0.9591616367515295,35,AT020,2024-11-14,seu protocolo e 123456 alguma outra duvida
652,Obrigado por aguardar. Já localizei sua solicitação.,0.6831687609921419,153,AT028,2024-11-20,obrigado por aguardar ja localizei sua solicitacao
653,Seu protocolo é 123456. Alguma outra dúvida?,0.7008524178434935,589,AT017,2024-11-12,seu protocolo e 123456 alguma outra duvida
658,Obrigado por aguardar. Já localizei sua solicitação.,0.9863857489587944,452,AT028,2024-11-27,obrigado por aguardar ja localizei sua solicitacao
660,Seu protocolo é 123456. Alguma outra dúvida?,0.8765657521188014,304,AT017,2024-11-24,seu protocolo e 123456 alguma outra duvida
666,Seu protocolo é 123456. Alguma outra dúvida?,0.989136540206321,554,AT021,2024-11-12,seu protocolo e 123456 alguma outra duvida
668,Obrigado por aguardar. Já localizei sua solicitação.,0.8400747148126504,56,AT016,2024-11-29,obrigado por aguardar ja localizei sua solicitacao
671,Seu protocolo é 123456. Alguma outra dúvida?,0.902877023813867,130,AT009,2024-11-20,seu protocolo e 123456 alguma outra duvida
672,Seu protocolo é 123456. Alguma outra dúvida?,0.8407436311943162,417,AT037,2024-11-04,seu protocolo e 123456 alguma outra duvida
677,Obrigado por aguardar. Já localizei sua solicitação.,0.970926584225804,258,AT009,2024-11-04,obrigado por aguardar ja localizei sua solicitacao
679,Seu protocolo é 123456. Alguma outra dúvida?,0.9737195604760972,567,AT035,2024-11-23,seu protocolo e 123456 alguma outra duvida
680,Obrigado por aguardar. Já localizei sua solicitação.,0.6971100033542234,261,AT004,2024-11-11,obrigado por aguardar ja localizei sua solicitacao
681,Seu protocolo é 123456. Alguma outra dúvida?,0.7719961392347396,183,AT018,2024-11-16,seu protocolo e 123456 alguma outra duvida
682,Seu protocolo é 123456. Alguma outra dúvida?,0.90965083074871,446,AT025,2024-11-01,seu protocolo e 123456 alguma outra duvida
687,Seu protocolo é 123456. Alguma outra dúvida?,0.9561598717537604,416,AT008,2024-11-29,seu protocolo e 123456 alguma outra duvida
690,Seu protocolo é 123456. Alguma outra dúvida?,0.6710892065159538,367,AT047,2024-11-11,seu protocolo e 123456 alguma outra duvida
691,Obrigado por aguardar. Já localizei sua solicitação.,0.858839228834632,458,AT007,2024-11-24,obrigado por aguardar ja localizei sua solicitacao
694,Seu protocolo é 123456. Alguma outra dúvida?,0.9851851454721368,450,AT036,2024-11-17,seu protocolo e 123456 alguma outra duvida
699,Seu protocolo é 123456. Alguma outra dúvida?,0.8753706783182571,249,AT025,2024-11-02,seu protocolo e 123456 alguma outra duvida
702,Seu protocolo é 123456. Alguma outra dúvida?,0.8458761754352212,459,AT028,2024-11-21,seu protocolo e 123456 alguma outra duvida
704,Obrigado por aguardar. Já localizei sua solicitação.,0.8400295935448807,76,AT048,2024-11-27,obrigado por aguardar ja localizei sua solicitacao
706,Obrigado por aguardar. Já localizei sua solicitação.,0.9016322162558036,81,AT014,2024-11-08,obrigado por aguardar ja localizei sua solicitacao
707,Obrigado por aguardar. Já localizei sua solicitação.,0.8742488615323214,108,AT021,2024-11-28,obrigado por aguardar ja localizei sua solicitacao
708,Seu protocolo é 123456. Alguma outra dúvida?,0.8622951625561677,133,AT005,2024-11-03,seu protocolo e 123456 alguma outra duvida
709,Obrigado por aguardar. Já localizei sua solicitação.,0.9057644491153932,502,AT030,2024-11-21,obrigado por aguardar ja localizei sua solicitacao
711,Seu protocolo é 123456. Alguma outra dúvida?,0.8627622762177338,54,AT050,2024-11-04,seu protocolo e 123456 alguma outra duvida
712,Seu protocolo é 123456. Alguma outra dúvida?,0.8625159840248515,372,AT016,2024-11-25,seu protocolo e 123456 alguma outra duvida
716,Obrigado por aguardar. Já localizei sua solicitação.,0.9841445581116094,591,AT001,2024-11-15,obrigado por aguardar ja localizei sua solicitacao
717,Seu protocolo é 123456. Alguma outra dúvida?,0.8825126992672454,71,AT045,2024-11-27,seu protocolo e 123456 alguma outra duvida
718,Seu protocolo é 123456. Alguma outra dúvida?,0.6367400349353887,543,AT027,2024-11-19,seu protocolo e 123456 alguma outra duvida
722,Obrigado por aguardar. Já localizei sua solicitação.,0.8324075148366616,180,AT047,2024-11-03,obrigado por aguardar ja localizei sua solicitacao
726,Seu protocolo é 123456. Alguma outra dúvida?,0.8528774097904481,329,AT001,2024-11-27,seu protocolo e 123456 alguma outra duvida
728,Obrigado por aguardar. Já localizei sua solicitação.,0.7499069307793517,421,AT029,2024-11-18,obrigado por aguardar ja localizei sua solicitacao
733,Obrigado por aguardar. Já localizei sua solicitação.,0.8686837154530487,245,AT021,2024-11-13,obrigado por aguardar ja localizei sua solicitacao
734,Seu protocolo é 123456. Alguma outra dúvida?,0.9692562273222892,404,AT022,2024-11-06,seu protocolo e 123456 alguma outra duvida
737,Obrigado por aguardar. Já localizei sua solicitação.,0.9440008942639232,145,AT007,2024-11-30,obrigado por aguardar ja localizei sua solicitacao
738,Obrigado por aguardar. Já localizei sua solicitação.,0.7376172683056015,100,AT013,2024-11-01,obrigado por aguardar ja localizei sua solicitacao
740,Obrigado por aguardar. Já localizei sua solicitação.,0.8844186910592109,526,AT037,2024-11-30,obrigado por aguardar ja localizei sua solicitacao
741,Seu protocolo é 123456. Alguma outra dúvida?,0.8143205426772631,345,AT033,2024-11-11,seu protocolo e 123456 alguma outra duvida
744,Seu protocolo é 123456. Alguma outra dúvida?,0.8825378169944995,335,AT013,2024-11-18,seu protocolo e 123456 alguma outra duvida
745,Obrigado por aguardar. Já localizei sua solicitação.,0.8431866558558689,239,AT041,2024-11-13,obrigado por aguardar ja localizei sua solicitacao
746,Obrigado por aguardar. Já localizei sua solicitação.,0.8200697703008666,105,AT032,2024-11-09,obrigado por aguardar ja localizei sua solicitacao
748,Seu protocolo é 123456. Alguma outra dúvida?,0.6283144521668738,132,AT008,2024-11-07,seu protocolo e 123456 alguma outra duvida
750,Seu protocolo é 123456. Alguma outra dúvida?,0.8702138510364958,220,AT041,2024-11-12,seu protocolo e 123456 alguma outra duvida
752,Obrigado por aguardar. Já localizei sua solicitação.,0.8134941656521378,399,AT025,2024-11-15,obrigado por aguardar ja localizei sua solicitacao
753,Seu protocolo é 123456. Alguma outra dúvida?,0.9345518786803052,34,AT012,2024-11-24,seu protocolo e 123456 alguma outra duvida
755,Obrigado por aguardar. Já localizei sua solicitação.,0.9892570965520604,170,AT028,2024-11-08,obrigado por aguardar ja localizei sua solicitacao
758,Seu protocolo é 123456. Alguma outra dúvida?,0.7139827781568918,216,AT021,2024-11-28,seu protocolo e 123456 alguma outra duvida
760,Seu protocolo é 123456. Alguma outra dúvida?,0.918845979156686,143,AT005,2024-11-05,seu protocolo e 123456 alguma outra duvida
764,Obrigado por aguardar. Já localizei sua solicitação.,0.987515852329456,58,AT001,2024-11-14,obrigado por aguardar ja localizei sua solicitacao
766,Seu protocolo é 123456. Alguma outra dúvida?,0.8220939739141715,561,AT018,2024-11-08,seu protocolo e 123456 alguma outra duvida
769,Seu protocolo é 123456. Alguma outra dúvida?,0.8974681609770863,92,AT022,2024-11-27,seu protocolo e 123456 alguma outra duvida
770,Seu protocolo é 123456. Alguma outra dúvida?,0.7003959222124145,59,AT013,2024-11-27,seu protocolo e 123456 alguma outra duvida
771,Seu protocolo é 123456. Alguma outra dúvida?,0.9238732720250776,545,AT036,2024-11-02,seu protocolo e 123456 alguma outra duvida
772,Obrigado por aguardar. Já localizei sua solicitação.,0.6665604795226571,516,AT022,2024-11-08,obrigado por aguardar ja localizei sua solicitacao
773,Obrigado por aguardar. Já localizei sua solicitação.,0.7521124128370598,234,AT044,2024-11-28,obrigado por aguardar ja localizei sua solicitacao
774,Seu protocolo é 123456. Alguma outra dúvida?,0.80882007606198,310,AT015,2024-11-13,seu protocolo e 123456 alguma outra duvida
777,Seu protocolo é 123456. Alguma outra dúvida?,0.7656383316741728,40,AT001,2024-11-26,seu protocolo e 123456 alguma outra duvida
778,Seu protocolo é 123456. Alguma outra dúvida?,0.881735575324767,182,AT010,2024-11-19,seu protocolo e 123456 alguma outra duvida
780,Obrigado por aguardar. Já localizei sua solicitação.,0.8675478865031563,163,AT034,2024-11-16,obrigado por aguardar ja localizei sua solicitacao
781,Obrigado por aguardar. Já localizei sua solicitação.,0.9659183247542116,91,AT027,2024-11-14,obrigado por aguardar ja localizei sua solicitacao
784,Seu protocolo é 123456. Alguma outra dúvida?,0.8427636341495991,114,AT021,2024-11-15,seu protocolo e 123456 alguma outra duvida
786,Obrigado por aguardar. Já localizei sua solicitação.,0.7807006828436612,242,AT013,2024-11-14,obrigado por aguardar ja localizei sua solicitacao
788,Obrigado por aguardar. Já localizei sua solicitação.,0.7475678073448248,409,AT003,2024-11-11,obrigado por aguardar ja localizei sua solicitacao
792,Seu protocolo é 123456. Alguma outra dúvida?,0.9679806312483076,225,AT008,2024-11-20,seu protocolo e 123456 alguma outra duvida
800,Obrigado por aguardar. Já localizei sua solicitação.,0.6316545286186711,357,AT039,2024-11-14,obrigado por aguardar ja localizei sua solicitacao
805,Seu protocolo é 123456. Alguma outra dúvida?,0.8073988985477363,267,AT034,2024-11-04,seu protocolo e 123456 alguma outra duvida
806,Obrigado por aguardar. Já localizei sua solicitação.,0.8619323215182864,161,AT047,2024-11-20,obrigado por aguardar ja localizei sua solicitacao
809,Seu protocolo é 123456. Alguma outra dúvida?,0.647394851866134,168,AT050,2024-11-05,seu protocolo e 123456 alguma outra duvida
814,Obrigado por aguardar. Já localizei sua solicitação.,0.9550429418881368,262,AT030,2024-11-11,obrigado por aguardar ja localizei sua solicitacao
816,Obrigado por aguardar. Já localizei sua solicitação.,0.6680859844323415,273,AT021,2024-11-30,obrigado por aguardar ja localizei sua solicitacao
818,Obrigado por aguardar. Já localizei sua solicitação.,0.8266297919441564,496,AT020,2024-11-20,obrigado por aguardar ja localizei sua solicitacao
819,Obrigado por aguardar. Já localizei sua solicitação.,0.6389263290676053,51,AT017,2024-11-29,obrigado por aguardar ja localizei sua solicitacao
821,Obrigado por aguardar. Já localizei sua solicitação.,0.8383846049702739,346,AT016,2024-11-11,obrigado por aguardar ja localizei sua solicitacao
822,Seu protocolo é 123456. Alguma outra dúvida?,0.8537862763126307,540,AT047,2024-11-09,seu protocolo e 123456 alguma outra duvida
824,Obrigado por aguardar. Já localizei sua solicitação.,0.7724998363757919,529,AT004,2024-11-11,obrigado por aguardar ja localizei sua solicitacao
826,Seu protocolo é 123456. Alguma outra dúvida?,0.973210206736836,553,AT034,2024-11-19,seu protocolo e 123456 alguma outra duvida
827,Obrigado por aguardar. Já localizei sua solicitação.,0.8169339139164552,568,AT026,2024-11-24,obrigado por aguardar ja localizei sua solicitacao
828,Obrigado por aguardar. Já localizei sua solicitação.,0.7807694121463564,296,AT026,2024-11-19,obrigado por aguardar ja localizei sua solicitacao
833,Seu protocolo é 123456. Alguma outra dúvida?,0.7218936687425317,48,AT013,2024-11-20,seu protocolo e 123456 alguma outra duvida
834,Obrigado por aguardar. Já localizei sua solicitação.,0.652257450898972,93,AT026,2024-11-24,obrigado por aguardar ja localizei sua solicitacao
851,Obrigado por aguardar. Já localizei sua solicitação.,0.7184787454224736,585,AT031,2024-11-22,obrigado por aguardar ja localizei sua solicitacao
856,Seu protocolo é 123456. Alguma outra dúvida?,0.7377040947560235,136,AT016,2024-11-26,seu protocolo e 123456 alguma outra duvida
858,Obrigado por aguardar. Já localizei sua solicitação.,0.9070512843326968,78,AT025,2024-11-25,obrigado por aguardar ja localizei sua solicitacao
859,Seu protocolo é 123456. Alguma outra dúvida?,0.7912758580865664,103,AT042,2024-11-27,seu protocolo e 123456 alguma outra duvida
860,Seu protocolo é 123456. Alguma outra dúvida?,0.890528891716136,49,AT010,2024-11-17,seu protocolo e 123456 alguma outra duvida
862,Obrigado por aguardar. Já localizei sua solicitação.,0.9628909152765092,372,AT021,2024-11-09,obrigado por aguardar ja localizei sua solicitacao
864,Seu protocolo é 123456. Alguma outra dúvida?,0.6723056327317903,513,AT016,2024-11-23,seu protocolo e 123456 alguma outra duvida
868,Seu protocolo é 123456. Alguma outra dúvida?,0.7758513960119888,87,AT021,2024-11-24,seu protocolo e 123456 alguma outra duvida
871,Obrigado por aguardar. Já localizei sua solicitação.,0.8116126910916996,147,AT012,2024-11-07,obrigado por aguardar ja localizei sua solicitacao
873,Obrigado por aguardar. Já localizei sua solicitação.,0.6748088765242306,36,AT036,2024-11-11,obrigado por aguardar ja localizei sua solicitacao
874,Seu protocolo é 123456. Alguma outra dúvida?,0.985882381352024,412,AT020,2024-11-25,seu protocolo e 123456 alguma outra duvida
875,Seu protocolo é 123456. Alguma outra dúvida?,0.8070573646070348,412,AT012,2024-11-23,seu protocolo e 123456 alguma outra duvida
881,Obrigado por aguardar. Já localizei sua solicitação.,0.6171905247339983,207,AT023,2024-11-16,obrigado por aguardar ja localizei sua solicitacao
883,Obrigado por aguardar. Já localizei sua solicitação.,0.7577074972323351,64,AT015,2024-11-04,obrigado por aguardar ja localizei sua solicitacao
886,Obrigado por aguardar. Já localizei sua solicitação.,0.8433783600294671,43,AT036,2024-11-22,obrigado por aguardar ja localizei sua solicitacao
888,Seu protocolo é 123456. Alguma outra dúvida?,0.7516835484749228,168,AT042,2024-11-16,seu protocolo e 123456 alguma outra duvida
889,Obrigado por aguardar. Já localizei sua solicitação.,0.7776609789924758,361,AT023,2024-11-19,obrigado por aguardar ja localizei sua solicitacao
891,Obrigado por aguardar. Já localizei sua solicitação.,0.8573913174406791,140,AT047,2024-11-06,obrigado por aguardar ja localizei sua solicitacao
892,Seu protocolo é 123456. Alguma outra dúvida?,0.8447819889275845,210,AT043,2024-11-14,seu protocolo e 123456 alguma outra duvida
893,Seu protocolo é 123456. Alguma outra dúvida?,0.6662298001591115,285,AT039,2024-11-04,seu protocolo e 123456 alguma outra duvida
897,Seu protocolo é 123456. Alguma outra dúvida?,0.76253153435111,338,AT033,2024-11-28,seu protocolo e 123456 alguma outra duvida
898,Obrigado por aguardar. Já localizei sua solicitação.,0.8826388660622744,173,AT047,2024-11-28,obrigado por aguardar ja localizei sua solicitacao
901,Seu protocolo é 123456. Alguma outra dúvida?,0.8408783501887229,141,AT046,2024-11-13,seu protocolo e 123456 alguma outra duvida
904,Seu protocolo é 123456. Alguma outra dúvida?,0.7131162998084906,147,AT012,2024-11-12,seu protocolo e 123456 alguma outra duvida
907,Seu protocolo é 123456. Alguma outra dúvida?,0.807978672433149,295,AT037,2024-11-08,seu protocolo e 123456 alguma outra duvida
912,Obrigado por aguardar. Já localizei sua solicitação.,0.9149756555677452,441,AT002,2024-11-05,obrigado por aguardar ja localizei sua solicitacao
913,Seu protocolo é 123456. Alguma outra dúvida?,0.7554065233183629,385,AT036,2024-11-03,seu protocolo e 123456 alguma outra duvida
916,Obrigado por aguardar. Já localizei sua solicitação.,0.9123680227013606,509,AT001,2024-11-01,obrigado por aguardar ja localizei sua solicitacao
917,Seu protocolo é 123456. Alguma outra dúvida?,0.8309719827838947,202,AT010,2024-11-18,seu protocolo e 123456 alguma outra duvida
918,Seu protocolo é 123456. Alguma outra dúvida?,0.7643219344352108,56,AT021,2024-11-06,seu protocolo e 123456 alguma outra duvida
919,Obrigado por aguardar. Já localizei sua solicitação.,0.9262047092002046,218,AT011,2024-11-28,obrigado por aguardar ja localizei sua solicitacao
920,Seu protocolo é 123456. Alguma outra dúvida?,0.6980533251176223,545,AT043,2024-11-10,seu protocolo e 123456 alguma outra duvida
921,Obrigado por aguardar. Já localizei sua solicitação.,0.8713893606587753,463,AT047,2024-11-04,obrigado por aguardar ja localizei sua solicitacao
922,Obrigado por aguardar. Já localizei sua solicitação.,0.7921299418765927,81,AT026,2024-11-05,obrigado por aguardar ja localizei sua solicitacao
923,Obrigado por aguardar. Já localizei sua solicitação.,0.8138251419444671,393,AT035,2024-11-16,obrigado por aguardar ja localizei sua solicitacao
927,Obrigado por aguardar. Já localizei sua solicitação.,0.7217790111889836,457,AT035,2024-11-28,obrigado por aguardar ja localizei sua solicitacao
929,Obrigado por aguardar. Já localizei sua solicitação.,0.7626667619781735,521,AT037,2024-11-03,obrigado por aguardar ja localizei sua solicitacao
931,Obrigado por aguardar. Já localizei sua solicitação.,0.6283174087706241,305,AT030,2024-11-20,obrigado por aguardar ja localizei sua solicitacao
935,Obrigado por aguardar. Já localizei sua solicitação.,0.8348153753078884,149,AT004,2024-11-18,obrigado por aguardar ja localizei sua solicitacao
940,Seu protocolo é 123456. Alguma outra dúvida?,0.9761867871076236,529,AT022,2024-11-13,seu protocolo e 123456 alguma outra duvida
943,Obrigado por aguardar. Já localizei sua solicitação.,0.9528718456932934,52,AT050,2024-11-26,obrigado por aguardar ja localizei sua solicitacao
953,Obrigado por aguardar. Já localizei sua solicitação.,0.8368208916975393,465,AT012,2024-11-08,obrigado por aguardar ja localizei sua solicitacao
956,Seu protocolo é 123456. Alguma outra dúvida?,0.980513102070377,244,AT016,2024-11-13,seu protocolo e 123456 alguma outra duvida
958,Obrigado por aguardar. Já localizei sua solicitação.,0.682038155934659,216,AT035,2024-11-09,obrigado por aguardar ja localizei sua solicitacao
960,Seu protocolo é 123456. Alguma outra dúvida?,0.6636130141178516,567,AT047,2024-11-14,seu protocolo e 123456 alguma outra duvida
961,Obrigado por aguardar. Já localizei sua solicitação.,0.8715020264185551,442,AT017,2024-11-14,obrigado por aguardar ja localizei sua solicitacao
962,Seu protocolo é 123456. Alguma outra dúvida?,0.9593692969712048,187,AT015,2024-11-14,seu protocolo e 123456 alguma outra duvida
963,Seu protocolo é 123456. Alguma outra dúvida?,0.6700551781223582,100,AT010,2024-11-19,seu protocolo e 123456 alguma outra duvida
967,Seu protocolo é 123456. Alguma outra dúvida?,0.7599525328507186,511,AT032,2024-11-23,seu protocolo e 123456 alguma outra duvida
969,Seu protocolo é 123456. Alguma outra dúvida?,0.6740098441649586,36,AT002,2024-11-01,seu protocolo e 123456 alguma outra duvida
971,Obrigado por aguardar. Já localizei sua solicitação.,0.6555338172762635,441,AT028,2024-11-29,obrigado por aguardar ja localizei sua solicitacao
974,Seu protocolo é 123456. Alguma outra dúvida?,0.7522598188650563,426,AT033,2024-11-24,seu protocolo e 123456 alguma outra duvida
975,Seu protocolo é 123456. Alguma outra dúvida?,0.8501161906584069,320,AT014,2024-11-01,seu protocolo e 123456 alguma outra duvida
976,Seu protocolo é 123456. Alguma outra dúvida?,0.9297278545829122,383,AT028,2024-11-01,seu protocolo e 123456 alguma outra duvida
977,Seu protocolo é 123456. Alguma outra dúvida?,0.84573361515297,452,AT032,2024-11-06,seu protocolo e 123456 alguma outra duvida
978,Seu protocolo é 123456. Alguma outra dúvida?,0.6044147941341638,297,AT041,2024-11-25,seu protocolo e 123456 alguma outra duvida
983,Obrigado por aguardar. Já localizei sua solicitação.,0.6692306939733464,123,AT027,2024-11-29,obrigado por aguardar ja localizei sua solicitacao
987,Seu protocolo é 123456. Alguma outra dúvida?,0.9601251556805264,188,AT023,2024-11-23,seu protocolo e 123456 alguma outra duvida
988,Obrigado por aguardar. Já localizei sua solicitação.,0.9512459729015637,275,AT031,2024-11-20,obrigado por aguardar ja localizei sua solicitacao
991,Obrigado por aguardar. Já localizei sua solicitação.,0.725137446082956,459,AT020,2024-11-09,obrigado por aguardar ja localizei sua solicitacao
996,Seu protocolo é 123456. Alguma outra dúvida?,0.6268313925233658,578,AT049,2024-11-23,seu protocolo e 123456 alguma outra duvida
