id,transcricao,confidence,duracao_segundos,atendente_id,data
305,Para de fazer escândalo e me deixa trabalhar.,0.9015921120461454,317,AT003,2024-11-29
306,Seu protocolo é 123456. Alguma outra dúvida?,0.6057512909563093,581,AT042,2024-11-26
307,Seu protocolo é 123456. Alguma outra dúvida?,0.8677314858906874,44,AT030,2024-11-12
308,Seu protocolo é 123456. Alguma outra dúvida?,0.7359289548349759,564,AT027,2024-11-23
309,"Claro, vou verificar isso para você imediatamente.",0.7142524422513135,457,AT021,2024-11-22
310,Seu protocolo é 123456. Alguma outra dúvida?,0.6860493746640057,339,AT001,2024-11-22
311,"Claro, vou verificar isso para você imediatamente.",0.9472786736826048,583,AT014,2024-11-22
312,Obrigado por aguardar. Já localizei sua solicitação.,0.8636664019511566,155,AT044,2024-11-10
313,Seu protocolo é 123456. Alguma outra dúvida?,0.9240201385990268,469,AT043,2024-11-19
314,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8420729605131073,388,AT014,2024-11-03
315,Seu protocolo é 123456. Alguma outra dúvida?,0.8347103653116211,280,AT045,2024-11-13
316,"Claro, vou verificar isso para você imediatamente.",0.6566816371909148,81,AT003,2024-11-30
317,Obrigado por aguardar. Já localizei sua solicitação.,0.8273064807806241,237,AT028,2024-11-10
318,Obrigado por aguardar. Já localizei sua solicitação.,0.7858862271183148,270,AT021,2024-11-21
319,Obrigado por aguardar. Já localizei sua solicitação.,0.7928842695300131,191,AT036,2024-11-06
320,Obrigado por aguardar. Já localizei sua solicitação.,0.8352678823719755,591,AT033,2024-11-02
321,Obrigado por aguardar. Já localizei sua solicitação.,0.7295217252610953,521,AT014,2024-11-28
322,"Claro, vou verificar isso para você imediatamente.",0.7318991338296277,326,AT038,2024-11-24
323,"Claro, vou verificar isso para você imediatamente.",0.8884077068266745,456,AT006,2024-11-10
324,"Claro, vou verificar isso para você imediatamente.",0.6490078255341069,462,AT015,2024-11-22
325,Seu protocolo é 123456. Alguma outra dúvida?,0.7504068372735464,373,AT024,2024-11-07
326,Seu protocolo é 123456. Alguma outra dúvida?,0.9355090201590032,40,AT011,2024-11-30
327,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6167229738555345,264,AT036,2024-11-18
328,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9241769568956136,534,AT015,2024-11-04
329,"Claro, vou verificar isso para você imediatamente.",0.6963655665247466,259,AT035,2024-11-02
330,Seu protocolo é 123456. Alguma outra dúvida?,0.9206796080417788,73,AT013,2024-11-02
331,"Claro, vou verificar isso para você imediatamente.",0.7214864283827256,333,AT037,2024-11-23
332,Seu protocolo é 123456. Alguma outra dúvida?,0.7177031479400544,539,AT038,2024-11-25
333,"Bom dia, como posso ajudar?",0.7023729042862366,300,AT015,2024-11-19
334,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9074238105080272,511,AT030,2024-11-21
335,"Claro, vou verificar isso para você imediatamente.",0.8491004625880846,240,AT045,2024-11-19
336,Obrigado por aguardar. Já localizei sua solicitação.,0.7946944052053204,151,AT003,2024-11-02
337,"Claro, vou verificar isso para você imediatamente.",0.6807527121900627,559,AT047,2024-11-04
338,"Claro, vou verificar isso para você imediatamente.",0.6870833639046847,412,AT038,2024-11-24
339,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7066524946931148,557,AT039,2024-11-07
340,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7666843729544842,169,AT026,2024-11-20
341,Seu protocolo é 123456. Alguma outra dúvida?,0.9658036419524298,108,AT028,2024-11-27
342,Obrigado por aguardar. Já localizei sua solicitação.,0.8196568058418219,549,AT013,2024-11-02
343,Obrigado por aguardar. Já localizei sua solicitação.,0.8520903424421374,191,AT022,2024-11-12
344,"Claro, vou verificar isso para você imediatamente.",0.8154187799005537,538,AT050,2024-11-16
345,"Bom dia, como posso ajudar?",0.7295193501970099,110,AT044,2024-11-20
346,Obrigado por aguardar. Já localizei sua solicitação.,0.9632903430662612,198,AT026,2024-11-25
347,Seu protocolo é 123456. Alguma outra dúvida?,0.7268625468253037,447,AT031,2024-11-12
348,Seu protocolo é 123456. Alguma outra dúvida?,0.93752213226549,83,AT048,2024-11-30
349,"Claro, vou verificar isso para você imediatamente.",0.6262479567605188,457,AT032,2024-11-24
350,Seu protocolo é 123456. Alguma outra dúvida?,0.8434436450868252,324,AT009,2024-11-12
351,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6224639202456269,459,AT041,2024-11-09
352,"Claro, vou verificar isso para você imediatamente.",0.628171118395503,495,AT044,2024-11-17
353,"Claro, vou verificar isso para você imediatamente.",0.9708890031478116,208,AT019,2024-11-01
354,"Claro, vou verificar isso para você imediatamente.",0.7241625461121304,323,AT018,2024-11-17
355,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6507311379749963,158,AT048,2024-11-11
356,"Claro, vou verificar isso para você imediatamente.",0.9719821799787712,446,AT049,2024-11-21
357,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8696614298384617,252,AT003,2024-11-04
358,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8647805342316832,62,AT048,2024-11-27
359,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9774005078723118,550,AT019,2024-11-24
360,Seu protocolo é 123456. Alguma outra dúvida?,0.9279786176407844,342,AT046,2024-11-03
361,Obrigado por aguardar. Já localizei sua solicitação.,0.6520110352661151,580,AT021,2024-11-01
362,"Claro, vou verificar isso para você imediatamente.",0.8424173958320187,526,AT021,2024-11-01
363,Seu protocolo é 123456. Alguma outra dúvida?,0.6788619803480529,222,AT024,2024-11-14
364,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6288474819593585,175,AT041,2024-11-06
365,"Bom dia, como posso ajudar?",0.9690517873421692,165,AT024,2024-11-09
366,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7031333635972732,164,AT024,2024-11-21
367,Seu protocolo é 123456. Alguma outra dúvida?,0.7673810194993304,285,AT046,2024-11-26
368,"Claro, vou verificar isso para você imediatamente.",0.828936319491701,33,AT006,2024-11-20
369,"Bom dia, como posso ajudar?",0.9822493286285172,288,AT021,2024-11-15
370,"Claro, vou verificar isso para você imediatamente.",0.7015683529206831,254,AT008,2024-11-14
371,"Claro, vou verificar isso para você imediatamente.",0.8416564993599096,401,AT021,2024-11-08
372,"Bom dia, como posso ajudar?",0.8466840729464067,424,AT033,2024-11-09
373,"Bom dia, como posso ajudar?",0.644432173200863,557,AT035,2024-11-26
374,"Claro, vou verificar isso para você imediatamente.",0.9532461457867732,539,AT036,2024-11-22
375,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.963533579220812,327,AT016,2024-11-02
376,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8892052524171989,306,AT047,2024-11-30
377,Seu protocolo é 123456. Alguma outra dúvida?,0.793588399488298,278,AT025,2024-11-18
378,"Bom dia, como posso ajudar?",0.6335320914047172,262,AT043,2024-11-11
379,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9881749060657432,483,AT010,2024-11-30
380,Seu protocolo é 123456. Alguma outra dúvida?,0.7244287823944776,181,AT003,2024-11-19
381,Obrigado por aguardar. Já localizei sua solicitação.,0.8801920865575212,297,AT039,2024-11-12
382,Obrigado por aguardar. Já localizei sua solicitação.,0.9275900010211672,428,AT001,2024-11-04
383,Obrigado por aguardar. Já localizei sua solicitação.,0.9037421300024362,344,AT029,2024-11-08
384,"Bom dia, como posso ajudar?",0.6166672204327603,329,AT044,2024-11-05
385,"Bom dia, como posso ajudar?",0.8407264082595268,412,AT019,2024-11-19
386,"Bom dia, como posso ajudar?",0.8102233394588949,447,AT032,2024-11-01
387,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6416239681773543,365,AT042,2024-11-08
388,Seu protocolo é 123456. Alguma outra dúvida?,0.684072750520852,199,AT041,2024-11-29
389,"Bom dia, como posso ajudar?",0.7273191775950482,70,AT029,2024-11-27
390,Seu protocolo é 123456. Alguma outra dúvida?,0.9880213324887654,276,AT024,2024-11-22
391,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6338445481207603,347,AT010,2024-11-11
392,"Claro, vou verificar isso para você imediatamente.",0.671364741017474,112,AT044,2024-11-21
393,Esse tipo de gente sempre reclama.,0.7012488302629194,41,AT033,2024-11-23
394,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6241214653928533,207,AT025,2024-11-24
395,"Claro, vou verificar isso para você imediatamente.",0.964248720930887,599,AT046,2024-11-07
396,"Claro, vou verificar isso para você imediatamente.",0.6330608168926963,323,AT032,2024-11-26
397,Não tenho tempo para esse tipo de atendimento.,0.7942589688087214,525,AT050,2024-11-13
398,Obrigado por aguardar. Já localizei sua solicitação.,0.7652319013428548,390,AT014,2024-11-26
399,"Claro, vou verificar isso para você imediatamente.",0.6937467977468658,541,AT021,2024-11-07
400,Seu protocolo é 123456. Alguma outra dúvida?,0.865542661186148,262,AT015,2024-11-21
401,"Bom dia, como posso ajudar?",0.8416487718038428,51,AT045,2024-11-23
402,"Claro, vou verificar isso para você imediatamente.",0.913499403273561,132,AT047,2024-11-01
403,"Claro, vou verificar isso para você imediatamente.",0.9599501905153583,248,AT011,2024-11-17
404,Seu protocolo é 123456. Alguma outra dúvida?,0.6164096765163096,180,AT026,2024-11-19
405,"Bom dia, como posso ajudar?",0.6489565731069504,133,AT020,2024-11-08
406,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6124389292188906,526,AT027,2024-11-06
407,Seu protocolo é 123456. Alguma outra dúvida?,0.7132341042964364,350,AT001,2024-11-28
408,Obrigado por aguardar. Já localizei sua solicitação.,0.916443393426462,245,AT021,2024-11-08
409,"Bom dia, como posso ajudar?",0.6384116405770972,151,AT039,2024-11-22
410,Seu protocolo é 123456. Alguma outra dúvida?,0.8254079417989708,374,AT024,2024-11-25
411,Não tenho tempo para esse tipo de atendimento.,0.8678680894411395,534,AT014,2024-11-25
412,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9684128593961314,318,AT030,2024-11-28
413,Seu protocolo é 123456. Alguma outra dúvida?,0.9163134260018728,460,AT012,2024-11-20
414,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8465773624127909,318,AT025,2024-11-14
415,"Bom dia, como posso ajudar?",0.8965186151047688,148,AT050,2024-11-30
416,Seu protocolo é 123456. Alguma outra dúvida?,0.7589643281473271,584,AT035,2024-11-09
417,Seu protocolo é 123456. Alguma outra dúvida?,0.8625098805846744,77,AT040,2024-11-21
418,"Bom dia, como posso ajudar?",0.6027845691524035,598,AT004,2024-11-24
419,"Claro, vou verificar isso para você imediatamente.",0.8888114056643382,273,AT046,2024-11-29
420,"Claro, vou verificar isso para você imediatamente.",0.8463410867871761,244,AT041,2024-11-30
421,Obrigado por aguardar. Já localizei sua solicitação.,0.8001399230724581,390,AT042,2024-11-26
422,"Bom dia, como posso ajudar?",0.8332290878861144,219,AT041,2024-11-28
423,"Você não entende nada, é muito burro.",0.9368692001718166,322,AT030,2024-11-15
424,Obrigado por aguardar. Já localizei sua solicitação.,0.7812274290048726,439,AT021,2024-11-06
425,Obrigado por aguardar. Já localizei sua solicitação.,0.6632172368475088,499,AT031,2024-11-04
426,"Claro, vou verificar isso para você imediatamente.",0.817235148346502,487,AT041,2024-11-18
427,Obrigado por aguardar. Já localizei sua solicitação.,0.8658581347182315,246,AT005,2024-11-09
428,"Bom dia, como posso ajudar?",0.877797030682856,36,AT012,2024-11-28
429,Seu protocolo é 123456. Alguma outra dúvida?,0.8578710881252826,102,AT026,2024-11-02
430,Seu protocolo é 123456. Alguma outra dúvida?,0.6944276938960434,337,AT012,2024-11-17
431,Obrigado por aguardar. Já localizei sua solicitação.,0.6474537241418302,549,AT016,2024-11-20
432,"Claro, vou verificar isso para você imediatamente.",0.8328518929729891,474,AT041,2024-11-15
433,"Claro, vou verificar isso para você imediatamente.",0.6604251412255077,515,AT037,2024-11-19
434,"Bom dia, como posso ajudar?",0.890171407073348,174,AT049,2024-11-04
435,Obrigado por aguardar. Já localizei sua solicitação.,0.8672887999143504,431,AT018,2024-11-03
436,Seu protocolo é 123456. Alguma outra dúvida?,0.7253371162391744,32,AT027,2024-11-02
437,"Bom dia, como posso ajudar?",0.8380418204082556,391,AT021,2024-11-18
438,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7324441050892776,483,AT017,2024-11-23
439,Obrigado por aguardar. Já localizei sua solicitação.,0.772606227436514,386,AT026,2024-11-25
440,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.955451747532924,337,AT025,2024-11-18
441,"Bom dia, como posso ajudar?",0.8272735682061696,437,AT019,2024-11-07
442,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7911454200971916,161,AT013,2024-11-27
443,"Claro, vou verificar isso para você imediatamente.",0.9618246382215634,368,AT020,2024-11-24
444,"Bom dia, como posso ajudar?",0.7334597446384172,277,AT011,2024-11-09
445,Obrigado por aguardar. Já localizei sua solicitação.,0.9281883397821468,527,AT041,2024-11-10
446,"Claro, vou verificar isso para você imediatamente.",0.7341589042324698,558,AT028,2024-11-27
447,"Claro, vou verificar isso para você imediatamente.",0.7666472451920442,102,AT003,2024-11-17
448,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9464962170427348,274,AT026,2024-11-04
449,Seu protocolo é 123456. Alguma outra dúvida?,0.6450072156495754,36,AT016,2024-11-30
450,"Bom dia, como posso ajudar?",0.7197387183072423,137,AT035,2024-11-01
451,Obrigado por aguardar. Já localizei sua solicitação.,0.632695082509331,161,AT045,2024-11-28
452,"Bom dia, como posso ajudar?",0.8218716047778165,472,AT030,2024-11-09
453,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9113543507229104,188,AT044,2024-11-02
454,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6049357781227755,508,AT037,2024-11-18
455,"Claro, vou verificar isso para você imediatamente.",0.8721312455353395,193,AT005,2024-11-10
456,"Claro, vou verificar isso para você imediatamente.",0.8712490151181721,500,AT010,2024-11-17
457,"Claro, vou verificar isso para você imediatamente.",0.7714336716877225,114,AT033,2024-11-30
458,"Vocês são todos iguais, sempre reclamando.",0.7636324892196191,332,AT043,2024-11-15
459,"Claro, vou verificar isso para você imediatamente.",0.9526538244221456,40,AT005,2024-11-12
460,Seu protocolo é 123456. Alguma outra dúvida?,0.9464979666994656,524,AT002,2024-11-21
461,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9389565238518588,440,AT048,2024-11-13
462,"Claro, vou verificar isso para você imediatamente.",0.6970478590713921,423,AT028,2024-11-01
463,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9174513559018672,237,AT035,2024-11-25
464,"Claro, vou verificar isso para você imediatamente.",0.8529762782804231,271,AT022,2024-11-09
465,Obrigado por aguardar. Já localizei sua solicitação.,0.9171956482654448,203,AT040,2024-11-27
466,"Claro, vou verificar isso para você imediatamente.",0.8340791520438455,348,AT014,2024-11-18
467,Obrigado por aguardar. Já localizei sua solicitação.,0.6372597230452199,347,AT001,2024-11-28
468,"Claro, vou verificar isso para você imediatamente.",0.9753061951463152,562,AT045,2024-11-03
469,Obrigado por aguardar. Já localizei sua solicitação.,0.6965209514900854,229,AT002,2024-11-26
470,Seu protocolo é 123456. Alguma outra dúvida?,0.8163836341645244,429,AT041,2024-11-18
471,"Bom dia, como posso ajudar?",0.934604596021544,411,AT013,2024-11-05
472,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6871193813609653,32,AT048,2024-11-04
473,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9749826742041152,433,AT030,2024-11-08
474,Obrigado por aguardar. Já localizei sua solicitação.,0.975413844814712,332,AT001,2024-11-03
475,Seu protocolo é 123456. Alguma outra dúvida?,0.8718568981387804,154,AT012,2024-11-15
476,"Bom dia, como posso ajudar?",0.9752229158185268,383,AT013,2024-11-28
477,"Claro, vou verificar isso para você imediatamente.",0.6817082880384299,528,AT045,2024-11-01
478,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7603704633426078,399,AT047,2024-11-29
479,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7668765303328547,212,AT015,2024-11-24
480,"Bom dia, como posso ajudar?",0.9848357969227372,357,AT020,2024-11-01
481,"Claro, vou verificar isso para você imediatamente.",0.6463598812800827,179,AT010,2024-11-22
482,Obrigado por aguardar. Já localizei sua solicitação.,0.8636847763268998,471,AT015,2024-11-23
483,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6370006378517702,392,AT013,2024-11-24
484,"Bom dia, como posso ajudar?",0.7087322815505003,393,AT017,2024-11-28
485,"Bom dia, como posso ajudar?",0.7260814416215507,546,AT044,2024-11-26
486,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9263235749254304,587,AT035,2024-11-22
487,"Claro, vou verificar isso para você imediatamente.",0.9551338310650352,300,AT027,2024-11-20
488,Seu protocolo é 123456. Alguma outra dúvida?,0.8876652514618697,65,AT020,2024-11-28
489,"Bom dia, como posso ajudar?",0.6454466694535964,55,AT042,2024-11-23
490,Seu protocolo é 123456. Alguma outra dúvida?,0.621481010795647,93,AT027,2024-11-25
491,"Bom dia, como posso ajudar?",0.9526548104998216,285,AT020,2024-11-26
492,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8988318800507374,539,AT014,2024-11-27
493,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8330365180131358,466,AT027,2024-11-10
494,Seu protocolo é 123456. Alguma outra dúvida?,0.9779845077581648,132,AT032,2024-11-09
495,Seu protocolo é 123456. Alguma outra dúvida?,0.9580556155985472,532,AT018,2024-11-18
496,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8952002523706459,284,AT012,2024-11-04
497,Seu protocolo é 123456. Alguma outra dúvida?,0.842167803895093,170,AT022,2024-11-05
498,"Bom dia, como posso ajudar?",0.6202577439336812,146,AT006,2024-11-05
499,Seu protocolo é 123456. Alguma outra dúvida?,0.6161029278726939,455,AT045,2024-11-25
500,"Bom dia, como posso ajudar?",0.7122612026934219,251,AT039,2024-11-18
501,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.87841154223398,525,AT017,2024-11-19
502,"Bom dia, como posso ajudar?",0.656509300941374,498,AT017,2024-11-16
503,"Claro, vou verificar isso para você imediatamente.",0.6259998988702833,138,AT026,2024-11-08
504,"Bom dia, como posso ajudar?",0.6623382583918931,482,AT001,2024-11-18
505,Obrigado por aguardar. Já localizei sua solicitação.,0.688084905590218,451,AT014,2024-11-06
506,Seu protocolo é 123456. Alguma outra dúvida?,0.932638796048958,166,AT048,2024-11-23
507,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8082537545446591,84,AT043,2024-11-13
508,"Claro, vou verificar isso para você imediatamente.",0.7160524201002877,159,AT006,2024-11-10
509,Obrigado por aguardar. Já localizei sua solicitação.,0.6597888973481257,370,AT045,2024-11-29
510,Obrigado por aguardar. Já localizei sua solicitação.,0.7478822873634979,40,AT012,2024-11-15
511,"Bom dia, como posso ajudar?",0.7567510362992782,236,AT037,2024-11-18
512,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6476083811244462,219,AT017,2024-11-06
513,Obrigado por aguardar. Já localizei sua solicitação.,0.6563736180220209,534,AT022,2024-11-06
514,Obrigado por aguardar. Já localizei sua solicitação.,0.9365884484185178,501,AT002,2024-11-24
515,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9805304667005874,317,AT028,2024-11-09
516,"Claro, vou verificar isso para você imediatamente.",0.6493951939394453,500,AT027,2024-11-03
517,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9561527862965146,217,AT026,2024-11-16
518,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6502526734849725,110,AT038,2024-11-06
519,Seu protocolo é 123456. Alguma outra dúvida?,0.7662293722457143,102,AT012,2024-11-23
520,Obrigado por aguardar. Já localizei sua solicitação.,0.6737766493153196,498,AT037,2024-11-28
521,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.642139471276943,574,AT043,2024-11-24
522,"Claro, vou verificar isso para você imediatamente.",0.9264875367694824,135,AT007,2024-11-01
523,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6887551557518792,39,AT045,2024-11-12
524,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6864976948327695,81,AT006,2024-11-15
525,"Vocês são todos iguais, sempre reclamando.",0.8389695591045231,372,AT048,2024-11-28
526,Seu protocolo é 123456. Alguma outra dúvida?,0.6347507840233105,469,AT033,2024-11-16
527,Obrigado por aguardar. Já localizei sua solicitação.,0.7539238067724214,447,AT039,2024-11-17
528,Obrigado por aguardar. Já localizei sua solicitação.,0.903027198764862,223,AT021,2024-11-23
529,"Claro, vou verificar isso para você imediatamente.",0.7635280538419373,307,AT008,2024-11-05
530,Obrigado por aguardar. Já localizei sua solicitação.,0.8480822997532004,258,AT015,2024-11-09
531,Seu protocolo é 123456. Alguma outra dúvida?,0.9837991874536988,587,AT046,2024-11-23
532,"Bom dia, como posso ajudar?",0.9394756349374946,203,AT043,2024-11-06
533,"Claro, vou verificar isso para você imediatamente.",0.611476578200514,44,AT019,2024-11-11
534,"Claro, vou verificar isso para você imediatamente.",0.6771323489137373,169,AT035,2024-11-22
535,"Bom dia, como posso ajudar?",0.7740973511558784,289,AT016,2024-11-28
536,Seu protocolo é 123456. Alguma outra dúvida?,0.9791300609483208,399,AT007,2024-11-23
537,Obrigado por aguardar. Já localizei sua solicitação.,0.922702811520699,346,AT025,2024-11-14
538,Seu protocolo é 123456. Alguma outra dúvida?,0.9587411196524618,409,AT044,2024-11-29
539,"Claro, vou verificar isso para você imediatamente.",0.7449589618005674,598,AT003,2024-11-02
540,"Claro, vou verificar isso para você imediatamente.",0.6738842016702437,452,AT010,2024-11-18
541,Não tenho tempo para esse tipo de atendimento.,0.9047709054491986,244,AT012,2024-11-10
542,Obrigado por aguardar. Já localizei sua solicitação.,0.6011909970835109,266,AT038,2024-11-05
543,Obrigado por aguardar. Já localizei sua solicitação.,0.6630189160535787,295,AT022,2024-11-11
544,"Bom dia, como posso ajudar?",0.73638903019339,413,AT034,2024-11-28
545,"Bom dia, como posso ajudar?",0.7872010601651867,35,AT023,2024-11-15
546,Seu protocolo é 123456. Alguma outra dúvida?,0.6417602155665957,80,AT018,2024-11-14
547,"Você não entende nada, é muito burro.",0.8390087189233179,514,AT033,2024-11-18
548,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7405271037569663,265,AT040,2024-11-02
549,Obrigado por aguardar. Já localizei sua solicitação.,0.6412389470041309,483,AT025,2024-11-14
550,Seu protocolo é 123456. Alguma outra dúvida?,0.9242603834694552,339,AT038,2024-11-02
551,Obrigado por aguardar. Já localizei sua solicitação.,0.7667933217310677,389,AT016,2024-11-24
552,Seu protocolo é 123456. Alguma outra dúvida?,0.9860601844697684,418,AT031,2024-11-29
553,Seu protocolo é 123456. Alguma outra dúvida?,0.8034404509633752,396,AT016,2024-11-30
554,Obrigado por aguardar. Já localizei sua solicitação.,0.9075805612065174,286,AT012,2024-11-10
555,"Bom dia, como posso ajudar?",0.6625597020256646,201,AT014,2024-11-18
556,Obrigado por aguardar. Já localizei sua solicitação.,0.6206501818396446,488,AT025,2024-11-26
557,"Claro, vou verificar isso para você imediatamente.",0.664294728275153,566,AT033,2024-11-07
558,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7041608770289591,106,AT037,2024-11-21
559,Seu protocolo é 123456. Alguma outra dúvida?,0.742592041601967,589,AT003,2024-11-13
560,"Claro, vou verificar isso para você imediatamente.",0.8117565289687463,102,AT028,2024-11-25
561,Seu protocolo é 123456. Alguma outra dúvida?,0.9107847988482944,396,AT038,2024-11-15
562,"Bom dia, como posso ajudar?",0.9199468766197736,480,AT041,2024-11-16
563,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8463769467889977,520,AT017,2024-11-04
564,"Bom dia, como posso ajudar?",0.7876902395910359,228,AT050,2024-11-11
565,"Bom dia, como posso ajudar?",0.7353787516583684,141,AT033,2024-11-08
566,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6535361257212904,588,AT022,2024-11-19
567,"Bom dia, como posso ajudar?",0.8295506474586278,53,AT019,2024-11-09
568,Obrigado por aguardar. Já localizei sua solicitação.,0.6367834113435061,416,AT024,2024-11-07
569,Seu protocolo é 123456. Alguma outra dúvida?,0.9046993783219046,111,AT046,2024-11-13
570,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7825035635599069,49,AT025,2024-11-03
571,Obrigado por aguardar. Já localizei sua solicitação.,0.7528846188795874,413,AT005,2024-11-02
572,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6280392721737555,538,AT040,2024-11-19
573,"Bom dia, como posso ajudar?",0.8668723600954363,102,AT047,2024-11-15
574,Obrigado por aguardar. Já localizei sua solicitação.,0.8272518347207091,74,AT049,2024-11-06
575,"Claro, vou verificar isso para você imediatamente.",0.8110487317284749,441,AT008,2024-11-19
576,"Claro, vou verificar isso para você imediatamente.",0.6547035444416377,61,AT050,2024-11-26
577,Obrigado por aguardar. Já localizei sua solicitação.,0.970690827088152,348,AT030,2024-11-08
578,"Claro, vou verificar isso para você imediatamente.",0.6898375775913833,226,AT033,2024-11-01
579,Obrigado por aguardar. Já localizei sua solicitação.,0.9391093929711112,472,AT026,2024-11-24
580,Obrigado por aguardar. Já localizei sua solicitação.,0.6778891794874106,316,AT046,2024-11-08
581,"Bom dia, como posso ajudar?",0.8686227312750598,225,AT031,2024-11-13
582,"Claro, vou verificar isso para você imediatamente.",0.8869485600256879,378,AT040,2024-11-18
583,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6484018532105784,149,AT023,2024-11-16
584,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7232817656224837,166,AT010,2024-11-11
585,Obrigado por aguardar. Já localizei sua solicitação.,0.6165476000007011,558,AT030,2024-11-14
586,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6168609542844303,191,AT004,2024-11-21
587,"Bom dia, como posso ajudar?",0.7420251571659092,466,AT029,2024-11-20
588,"Bom dia, como posso ajudar?",0.7030962201222786,412,AT021,2024-11-19
589,Seu protocolo é 123456. Alguma outra dúvida?,0.9774276580451372,288,AT045,2024-11-05
590,"Bom dia, como posso ajudar?",0.7062141016436774,405,AT011,2024-11-01
591,"Bom dia, como posso ajudar?",0.6493040347037337,364,AT023,2024-11-29
592,"Claro, vou verificar isso para você imediatamente.",0.7722952678510894,485,AT039,2024-11-06
593,"Claro, vou verificar isso para você imediatamente.",0.7033255808710328,484,AT042,2024-11-28
594,"Claro, vou verificar isso para você imediatamente.",0.6989942606615566,125,AT030,2024-11-22
595,"Bom dia, como posso ajudar?",0.6779010485396529,324,AT049,2024-11-25
596,Obrigado por aguardar. Já localizei sua solicitação.,0.7496963428791136,59,AT034,2024-11-23
597,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7075746986160374,330,AT002,2024-11-25
598,"Claro, vou verificar isso para você imediatamente.",0.7135748126887012,219,AT050,2024-11-19
599,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9751904016141784,220,AT024,2024-11-11
600,"Claro, vou verificar isso para você imediatamente.",0.7229222158016407,420,AT006,2024-11-27
601,Obrigado por aguardar. Já localizei sua solicitação.,0.6877373573407358,553,AT036,2024-11-01
602,"Claro, vou verificar isso para você imediatamente.",0.6231481343040092,311,AT021,2024-11-07
603,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9464981440542636,454,AT029,2024-11-27
604,Obrigado por aguardar. Já localizei sua solicitação.,0.7407838769327505,261,AT040,2024-11-17
605,Obrigado por aguardar. Já localizei sua solicitação.,0.7845401250268537,510,AT030,2024-11-29
