id,transcricao,confidence,duracao_segundos,atendente_id,data,transcricao_limpo
583,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6484018532105784,149,AT023,2024-11-16,fico feliz em poder ajudar tenha um otimo dia
584,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7232817656224837,166,AT010,2024-11-11,fico feliz em poder ajudar tenha um otimo dia
586,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6168609542844303,191,AT004,2024-11-21,fico feliz em poder ajudar tenha um otimo dia
587,"Bom dia, como posso ajudar?",0.7420251571659092,466,AT029,2024-11-20,bom dia como posso ajudar
588,"Bom dia, como posso ajudar?",0.7030962201222786,412,AT021,2024-11-19,bom dia como posso ajudar
590,"Bom dia, como posso ajudar?",0.7062141016436774,405,AT011,2024-11-01,bom dia como posso ajudar
591,"Bom dia, como posso ajudar?",0.6493040347037337,364,AT023,2024-11-29,bom dia como posso ajudar
595,"Bom dia, como posso ajudar?",0.6779010485396529,324,AT049,2024-11-25,bom dia como posso ajudar
597,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7075746986160374,330,AT002,2024-11-25,fico feliz em poder ajudar tenha um otimo dia
599,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9751904016141784,220,AT024,2024-11-11,fico feliz em poder ajudar tenha um otimo dia
603,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9464981440542636,454,AT029,2024-11-27,fico feliz em poder ajudar tenha um otimo dia
606,"Bom dia, como posso ajudar?",0.6660234029282656,482,AT034,2024-11-30,bom dia como posso ajudar
611,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9099306520972016,429,AT025,2024-11-07,fico feliz em poder ajudar tenha um otimo dia
620,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7787130100284589,174,AT036,2024-11-14,fico feliz em poder ajudar tenha um otimo dia
621,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6981309542396132,155,AT031,2024-11-25,fico feliz em poder ajudar tenha um otimo dia
624,"Bom dia, como posso ajudar?",0.8032236354708856,376,AT036,2024-11-07,bom dia como posso ajudar
626,"Bom dia, como posso ajudar?",0.6956873312722257,597,AT024,2024-11-02,bom dia como posso ajudar
631,"Bom dia, como posso ajudar?",0.6194895913711674,447,AT046,2024-11-01,bom dia como posso ajudar
633,"Bom dia, como posso ajudar?",0.8683195743689518,228,AT049,2024-11-08,bom dia como posso ajudar
636,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7278997055624427,194,AT010,2024-11-20,fico feliz em poder ajudar tenha um otimo dia
641,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8903285225338864,599,AT030,2024-11-10,fico feliz em poder ajudar tenha um otimo dia
642,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9893857567765444,350,AT032,2024-11-24,fico feliz em poder ajudar tenha um otimo dia
646,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6226001095302814,419,AT012,2024-11-30,fico feliz em poder ajudar tenha um otimo dia
647,"Bom dia, como posso ajudar?",0.920324845406086,207,AT027,2024-11-24,bom dia como posso ajudar
648,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8933238013512941,377,AT009,2024-11-20,fico feliz em poder ajudar tenha um otimo dia
650,"Bom dia, como posso ajudar?",0.6582812832278423,493,AT005,2024-11-30,bom dia como posso ajudar
654,"Bom dia, como posso ajudar?",0.9837803812790716,291,AT023,2024-11-14,bom dia como posso ajudar
656,"Bom dia, como posso ajudar?",0.9830397185744502,340,AT005,2024-11-03,bom dia como posso ajudar
662,"Bom dia, como posso ajudar?",0.6212674204127747,585,AT013,2024-11-02,bom dia como posso ajudar
663,"Bom dia, como posso ajudar?",0.6664490409968975,59,AT002,2024-11-26,bom dia como posso ajudar
667,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8903890928863929,522,AT037,2024-11-11,fico feliz em poder ajudar tenha um otimo dia
669,"Bom dia, como posso ajudar?",0.7080930136030564,583,AT046,2024-11-17,bom dia como posso ajudar
670,"Bom dia, como posso ajudar?",0.6892258809028406,206,AT004,2024-11-18,bom dia como posso ajudar
673,"Bom dia, como posso ajudar?",0.6726718516448512,482,AT043,2024-11-23,bom dia como posso ajudar
674,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9795048281775618,82,AT025,2024-11-29,fico feliz em poder ajudar tenha um otimo dia
676,"Bom dia, como posso ajudar?",0.7064679204750235,364,AT047,2024-11-14,bom dia como posso ajudar
678,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7147196808257671,239,AT017,2024-11-14,fico feliz em poder ajudar tenha um otimo dia
683,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7349331891246776,92,AT021,2024-11-13,fico feliz em poder ajudar tenha um otimo dia
684,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9441841607389104,407,AT014,2024-11-16,fico feliz em poder ajudar tenha um otimo dia
685,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9542856277477008,412,AT023,2024-11-11,fico feliz em poder ajudar tenha um otimo dia
686,"Bom dia, como posso ajudar?",0.6947794289224162,562,AT016,2024-11-02,bom dia como posso ajudar
688,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6980362322867499,274,AT045,2024-11-11,fico feliz em poder ajudar tenha um otimo dia
689,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9103149223459542,75,AT047,2024-11-04,fico feliz em poder ajudar tenha um otimo dia
692,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7351799951121029,472,AT047,2024-11-04,fico feliz em poder ajudar tenha um otimo dia
693,"Bom dia, como posso ajudar?",0.7541901850872272,201,AT034,2024-11-03,bom dia como posso ajudar
695,"Bom dia, como posso ajudar?",0.6811700573995456,184,AT041,2024-11-12,bom dia como posso ajudar
700,"Bom dia, como posso ajudar?",0.8552170851561266,469,AT029,2024-11-03,bom dia como posso ajudar
703,"Bom dia, como posso ajudar?",0.9557603956826112,382,AT037,2024-11-22,bom dia como posso ajudar
705,"Bom dia, como posso ajudar?",0.7799837287016296,268,AT001,2024-11-01,bom dia como posso ajudar
710,"Bom dia, como posso ajudar?",0.7737887704877133,319,AT038,2024-11-20,bom dia como posso ajudar
714,"Bom dia, como posso ajudar?",0.8052927362302783,93,AT015,2024-11-30,bom dia como posso ajudar
715,"Bom dia, como posso ajudar?",0.9229344653689542,428,AT011,2024-11-28,bom dia como posso ajudar
719,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7637598932082159,58,AT027,2024-11-24,fico feliz em poder ajudar tenha um otimo dia
720,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6239285441148766,144,AT011,2024-11-21,fico feliz em poder ajudar tenha um otimo dia
721,"Bom dia, como posso ajudar?",0.6361886095368143,529,AT050,2024-11-15,bom dia como posso ajudar
723,"Bom dia, como posso ajudar?",0.7662701570497353,323,AT022,2024-11-09,bom dia como posso ajudar
724,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8061458582623121,172,AT002,2024-11-14,fico feliz em poder ajudar tenha um otimo dia
725,"Bom dia, como posso ajudar?",0.8622082597473499,588,AT050,2024-11-15,bom dia como posso ajudar
727,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6809655017276539,60,AT050,2024-11-25,fico feliz em poder ajudar tenha um otimo dia
731,"Bom dia, como posso ajudar?",0.9709161538798496,461,AT014,2024-11-20,bom dia como posso ajudar
735,"Bom dia, como posso ajudar?",0.672526026233345,42,AT021,2024-11-13,bom dia como posso ajudar
736,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8258067728622216,243,AT002,2024-11-16,fico feliz em poder ajudar tenha um otimo dia
739,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6942064695074595,463,AT033,2024-11-12,fico feliz em poder ajudar tenha um otimo dia
751,"Bom dia, como posso ajudar?",0.9117941991214492,242,AT018,2024-11-24,bom dia como posso ajudar
754,"Bom dia, como posso ajudar?",0.7776849625466438,318,AT012,2024-11-11,bom dia como posso ajudar
757,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6315020805027954,304,AT022,2024-11-01,fico feliz em poder ajudar tenha um otimo dia
759,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8110878590646009,211,AT027,2024-11-08,fico feliz em poder ajudar tenha um otimo dia
761,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.607050411076941,480,AT028,2024-11-07,fico feliz em poder ajudar tenha um otimo dia
762,"Bom dia, como posso ajudar?",0.6090091459660106,369,AT034,2024-11-17,bom dia como posso ajudar
763,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8079448279298161,251,AT040,2024-11-04,fico feliz em poder ajudar tenha um otimo dia
767,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6987447843004342,594,AT040,2024-11-27,fico feliz em poder ajudar tenha um otimo dia
768,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6578751801653128,267,AT046,2024-11-09,fico feliz em poder ajudar tenha um otimo dia
775,"Bom dia, como posso ajudar?",0.7378038546425236,142,AT027,2024-11-04,bom dia como posso ajudar
776,"Bom dia, como posso ajudar?",0.6905125496118246,426,AT014,2024-11-04,bom dia como posso ajudar
779,"Bom dia, como posso ajudar?",0.6292016600720263,315,AT042,2024-11-10,bom dia como posso ajudar
783,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9233291714367772,290,AT018,2024-11-05,fico feliz em poder ajudar tenha um otimo dia
790,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8757641948986645,595,AT019,2024-11-19,fico feliz em poder ajudar tenha um otimo dia
791,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8753234449659795,315,AT023,2024-11-14,fico feliz em poder ajudar tenha um otimo dia
793,"Bom dia, como posso ajudar?",0.9431629786647844,468,AT021,2024-11-02,bom dia como posso ajudar
794,"Bom dia, como posso ajudar?",0.6190216686343147,137,AT013,2024-11-10,bom dia como posso ajudar
799,"Bom dia, como posso ajudar?",0.8796417932264413,157,AT039,2024-11-07,bom dia como posso ajudar
802,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7047743714028241,158,AT007,2024-11-21,fico feliz em poder ajudar tenha um otimo dia
804,"Bom dia, como posso ajudar?",0.821515149044524,222,AT050,2024-11-17,bom dia como posso ajudar
808,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7525928821201747,47,AT024,2024-11-14,fico feliz em poder ajudar tenha um otimo dia
810,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9054689149790816,126,AT015,2024-11-22,fico feliz em poder ajudar tenha um otimo dia
811,"Bom dia, como posso ajudar?",0.9732880402559,314,AT003,2024-11-10,bom dia como posso ajudar
812,"Bom dia, como posso ajudar?",0.6478324796621484,370,AT002,2024-11-14,bom dia como posso ajudar
815,"Bom dia, como posso ajudar?",0.7559604535604524,564,AT043,2024-11-12,bom dia como posso ajudar
823,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7215769537913986,540,AT044,2024-11-10,fico feliz em poder ajudar tenha um otimo dia
825,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9647919418990252,65,AT036,2024-11-17,fico feliz em poder ajudar tenha um otimo dia
830,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.983488074158646,466,AT037,2024-11-24,fico feliz em poder ajudar tenha um otimo dia
832,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7381619417278382,242,AT035,2024-11-29,fico feliz em poder ajudar tenha um otimo dia
835,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6503834423002263,389,AT036,2024-11-23,fico feliz em poder ajudar tenha um otimo dia
836,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9673852533703536,198,AT047,2024-11-04,fico feliz em poder ajudar tenha um otimo dia
840,"Bom dia, como posso ajudar?",0.6542205489465289,212,AT038,2024-11-15,bom dia como posso ajudar
841,"Bom dia, como posso ajudar?",0.92856027518123,137,AT008,2024-11-05,bom dia como posso ajudar
842,"Bom dia, como posso ajudar?",0.7628302023738018,479,AT015,2024-11-17,bom dia como posso ajudar
843,"Bom dia, como posso ajudar?",0.8173038693681451,197,AT033,2024-11-02,bom dia como posso ajudar
845,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.939554754893788,542,AT029,2024-11-26,fico feliz em poder ajudar tenha um otimo dia
849,"Bom dia, como posso ajudar?",0.8449110634109057,226,AT037,2024-11-08,bom dia como posso ajudar
852,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.978238861384547,214,AT021,2024-11-18,fico feliz em poder ajudar tenha um otimo dia
853,"Bom dia, como posso ajudar?",0.8689763265943659,185,AT012,2024-11-08,bom dia como posso ajudar
854,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7975334992370308,275,AT038,2024-11-12,fico feliz em poder ajudar tenha um otimo dia
855,"Bom dia, como posso ajudar?",0.8328224845185889,550,AT034,2024-11-15,bom dia como posso ajudar
857,"Bom dia, como posso ajudar?",0.9184725327532636,597,AT022,2024-11-03,bom dia como posso ajudar
865,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.898527820103868,578,AT038,2024-11-14,fico feliz em poder ajudar tenha um otimo dia
866,"Bom dia, como posso ajudar?",0.9089247317462767,340,AT005,2024-11-16,bom dia como posso ajudar
867,"Bom dia, como posso ajudar?",0.860807149113257,456,AT004,2024-11-05,bom dia como posso ajudar
869,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7289726512853685,154,AT043,2024-11-20,fico feliz em poder ajudar tenha um otimo dia
872,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6957248383433643,91,AT001,2024-11-06,fico feliz em poder ajudar tenha um otimo dia
877,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.681052823280625,409,AT021,2024-11-30,fico feliz em poder ajudar tenha um otimo dia
878,"Bom dia, como posso ajudar?",0.8378206870338936,169,AT036,2024-11-05,bom dia como posso ajudar
879,"Bom dia, como posso ajudar?",0.7237891902558428,66,AT031,2024-11-18,bom dia como posso ajudar
882,"Bom dia, como posso ajudar?",0.6982602764164436,116,AT043,2024-11-20,bom dia como posso ajudar
884,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7069798906153999,291,AT037,2024-11-07,fico feliz em poder ajudar tenha um otimo dia
885,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8058157632228706,474,AT014,2024-11-08,fico feliz em poder ajudar tenha um otimo dia
887,"Bom dia, como posso ajudar?",0.8120070074585972,276,AT028,2024-11-23,bom dia como posso ajudar
890,"Bom dia, como posso ajudar?",0.6800168123825904,271,AT018,2024-11-25,bom dia como posso ajudar
894,"Bom dia, como posso ajudar?",0.6472281721599947,331,AT030,2024-11-15,bom dia como posso ajudar
899,"Bom dia, como posso ajudar?",0.7729075074980695,144,AT002,2024-11-27,bom dia como posso ajudar
900,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8799175586326922,495,AT032,2024-11-21,fico feliz em poder ajudar tenha um otimo dia
903,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9472582397483416,109,AT047,2024-11-23,fico feliz em poder ajudar tenha um otimo dia
905,"Bom dia, como posso ajudar?",0.8938836661828973,296,AT022,2024-11-19,bom dia como posso ajudar
906,"Bom dia, como posso ajudar?",0.8002495943672061,266,AT024,2024-11-09,bom dia como posso ajudar
908,"Bom dia, como posso ajudar?",0.9123475159165976,507,AT010,2024-11-12,bom dia como posso ajudar
910,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6405264921598345,130,AT031,2024-11-21,fico feliz em poder ajudar tenha um otimo dia
914,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9432689143106248,278,AT008,2024-11-02,fico feliz em poder ajudar tenha um otimo dia
915,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9423719141760736,216,AT043,2024-11-14,fico feliz em poder ajudar tenha um otimo dia
924,"Bom dia, como posso ajudar?",0.954817730826612,241,AT005,2024-11-14,bom dia como posso ajudar
925,"Bom dia, como posso ajudar?",0.7838737299169661,428,AT008,2024-11-14,bom dia como posso ajudar
926,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.607773326278212,383,AT022,2024-11-28,fico feliz em poder ajudar tenha um otimo dia
928,"Bom dia, como posso ajudar?",0.7617754935597958,408,AT035,2024-11-18,bom dia como posso ajudar
930,"Bom dia, como posso ajudar?",0.78179619930835,531,AT008,2024-11-24,bom dia como posso ajudar
932,"Bom dia, como posso ajudar?",0.8631319900416268,294,AT015,2024-11-17,bom dia como posso ajudar
934,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8937484511360594,535,AT041,2024-11-19,fico feliz em poder ajudar tenha um otimo dia
936,"Bom dia, como posso ajudar?",0.7909741926117,45,AT048,2024-11-23,bom dia como posso ajudar
939,"Bom dia, como posso ajudar?",0.7751209910937032,56,AT038,2024-11-07,bom dia como posso ajudar
941,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6844327722457751,187,AT041,2024-11-05,fico feliz em poder ajudar tenha um otimo dia
942,"Bom dia, como posso ajudar?",0.7509995038853432,291,AT003,2024-11-06,bom dia como posso ajudar
944,"Bom dia, como posso ajudar?",0.7437166575515521,399,AT020,2024-11-16,bom dia como posso ajudar
945,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6544787284723559,184,AT021,2024-11-17,fico feliz em poder ajudar tenha um otimo dia
946,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8384044576140626,375,AT004,2024-11-05,fico feliz em poder ajudar tenha um otimo dia
950,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6960259037238687,420,AT038,2024-11-14,fico feliz em poder ajudar tenha um otimo dia
951,"Bom dia, como posso ajudar?",0.8217965087006194,400,AT045,2024-11-28,bom dia como posso ajudar
954,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6345627005162952,374,AT013,2024-11-26,fico feliz em poder ajudar tenha um otimo dia
959,"Bom dia, como posso ajudar?",0.9849567265966824,227,AT034,2024-11-24,bom dia como posso ajudar
964,"Bom dia, como posso ajudar?",0.6248157353447503,280,AT019,2024-11-25,bom dia como posso ajudar
965,"Bom dia, como posso ajudar?",0.9752202830277172,345,AT049,2024-11-06,bom dia como posso ajudar
972,"Bom dia, como posso ajudar?",0.8356722798698842,216,AT013,2024-11-22,bom dia como posso ajudar
979,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7968256414338549,366,AT035,2024-11-19,fico feliz em poder ajudar tenha um otimo dia
981,"Bom dia, como posso ajudar?",0.6555919747341952,295,AT037,2024-11-09,bom dia como posso ajudar
985,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8748425977393184,453,AT043,2024-11-22,fico feliz em poder ajudar tenha um otimo dia
986,"Bom dia, como posso ajudar?",0.8930312515865397,127,AT012,2024-11-27,bom dia como posso ajudar
990,"Bom dia, como posso ajudar?",0.6169719721785003,323,AT041,2024-11-05,bom dia como posso ajudar
992,"Bom dia, como posso ajudar?",0.9309407102578466,424,AT030,2024-11-15,bom dia como posso ajudar
993,"Bom dia, como posso ajudar?",0.7223240855787573,115,AT048,2024-11-10,bom dia como posso ajudar
994,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6373900593250341,449,AT023,2024-11-06,fico feliz em poder ajudar tenha um otimo dia
995,"Bom dia, como posso ajudar?",0.9692767535549768,183,AT011,2024-11-07,bom dia como posso ajudar
997,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9802639661901668,291,AT037,2024-11-24,fico feliz em poder ajudar tenha um otimo dia
998,"Bom dia, como posso ajudar?",0.7363437359502267,552,AT050,2024-11-21,bom dia como posso ajudar
999,"Bom dia, como posso ajudar?",0.6202074048393209,329,AT002,2024-11-28,bom dia como posso ajudar
